"","X","X.Summons.Number","Plate.ID","Issue.Date","Violation.Code","Vehicle.Make","Street.Code1","Street.Code2","Street.Code3","Violation.Time","House.Number","Vehicle.Color","Month","st.name","intersect.st","adress","lat","lng"
"20010",8673837,1407475538,"87991JW","2016-03-29",78,"FORD",0,0,0,"0238A","","BLUE",3,"S/E C/O STONTONBARUCH PL",NA," S/E C/O STONTON New York, NY",40.720757,-73.9861608
"20011",7376249,7185998918,"HBN7629","2016-03-05",38,"NISSA",26670,35020,72720,"0818A","72","GY",3,"E 167th St",NA,"72 E 167th St New York, NY",40.8352234,-73.9202422
"20012",8336450,4618709418,"GLJ7300","2016-04-14",36,"ME/BE",0,0,0,"0143P","","WH",4,"NB CONEY ISLAND AVE"," KERMIT PL"," NB CONEY ISLAND AVE New York, NY",40.6125273,-73.9629214
"20013",8001749,7986265607,"BCE5915","2016-03-22",70,"HONDA",35930,11710,13610,"1251P","255","BLUE",3,"W 108th St",NA,"255 W 108th St New York, NY",40.8028416,-73.9670229
"20014",5837484,7495795372,"GRC2480","2016-01-14",37,"VOLVO",36050,11710,13610,"0817P","508","BL",1,"W 114th St",NA,"508 W 114th St New York, NY",40.805563,-73.962735
"20015",2245243,8043179906,"FRN3169","2015-08-08",38,"TOYOT",5760,23290,39190,"1245P","150-06","BL",8,"12th Rd",NA,"150-06 12th Rd New York, NY",40.7898473,-73.8138988
"20016",6112719,4615675550,"ELW8768","2016-01-22",36,"JEEP",0,0,0,"1004A","","GR",1,"EB GRAND CENTRAL PKWY "," 164TH PL"," EB GRAND CENTRAL PKW New York, NY",40.7127837,-74.0059413
"20017",3169117,1381041991,"FXB4381","2015-09-19",46,"HONDA",5880,9380,9430,"0532P","5614","GY",9,"8 AVE",NA,"5614 8 AVE New York, NY",40.8305148,-73.9361717
"20018",8469531,7554381957,"GFK3186","2016-03-31",37,"JEEP",73970,78490,23800,"1017A","1475","GR",3,"West Ave",NA,"1475 West Ave New York, NY",40.840052,-73.862938
"20019",1618071,7827043320,"33725MG","2015-08-26",69,"CHEVR",34250,10510,10610,"0148P","159","WHITE",8,"W 24th St",NA,"159 W 24th St New York, NY",40.7447494,-73.9945506
"20020",5474622,7734324708,"BEHM08","2015-12-28",21,"VOLKS",94330,52530,77430,"1241P","180","GREY",12,"Woodpoint Rd",NA,"180 Woodpoint Rd New York, NY",40.716481,-73.942235
"20021",8153276,8093503560,"FJZ6561","2016-03-25",37,"HONDA",12110,17170,17190,"0554P","151","RD",3,"Avenue A",NA,"151 Avenue A New York, NY",40.7276479,-73.982669
"20022",1093596,1387790146,"26567MB","2015-09-15",46,"CHEVR",0,0,0,"0233P","43-23","WHITE",9,"COLDEN ST",NA,"43-23 COLDEN S New York, NY",40.7529718,-73.8247038
"20023",1058302,1383279184,"91655MC","2015-08-20",46,"MERCU",44890,16850,32580,"0440A","137","BRN",8,"W BROADWAY",NA,"137 W BROADWAY New York, NY",40.7167645,-74.0079467
"20024",4696118,8040028929,"XN305S","2015-10-30",46,"DODGE",34730,10810,10910,"0240P","303","WHITE",10,"W 48th St",NA,"303 W 48th St New York, NY",40.7613088,-73.9873646
"20025",5032775,7657857833,"GTG9316","2015-12-05",38,"CHRYS",13610,35590,35610,"0914P","2463","GY",12,"Broadway",NA,"2463 Broadway New York, NY",40.7917978,-73.974366
"20026",6238559,7604083250,"0AVBN2","2016-01-04",20,"FORD",76950,69720,42420,"0539A","660","OTHER",1,"Westchester Ave",NA,"660 Westchester Ave New York, NY",40.8158733,-73.9082783
"20027",10120025,1411227141,"FEC1861","2016-05-21",21,"DODGE",77150,16620,62520,"0840A","3240","BLACK",5,"WHITE PLAINS RD",NA,"3240 WHITE PLAINS RD New York, NY",40.8723657,-73.8668228
"20028",5405222,7487953877,"16672CF","2015-12-04",38,"TOYOT",55690,15790,16290,"0615P","75-48","SILVE",12,"Metropolitan Ave",NA,"75-48 Metropolitan Ave New York, NY",40.7128693,-73.87597
"20029",7240989,1407330755,"GPY1734","2016-03-07",21,"NISSA",35780,73030,14480,"0902A","1776","SILV",3,"E 22 ST",NA,"1776 E 22 ST New York, NY",40.6081273,-73.9510856
"20030",4509499,7775132899,"23829JY","2015-11-25",48,"CHEVR",36420,29520,26850,"0100P","1645","PURPL",11,"Grand Concourse",NA,"1645 Grand Concourse New York, NY",40.84378,-73.912222
"20031",3520267,7827052435,"Z85DGL","2015-10-10",37,"NS/OT",34250,10610,10810,"0247P","202","WHITE",10,"W 24th St",NA,"202 W 24th St New York, NY",40.7448224,-73.9958574
"20032",9979446,8171503111,"DNU2053","2016-05-14",70,"TOYOT",10880,16580,16630,"1219P","2038","TN",5,"86th St",NA,"2038 86th St New York, NY",40.6038635,-73.9975936
"20033",4727696,8042527913,"30940JX","2015-11-25",46,"WORKH",25390,18270,18290,"0217P","743","BROWN",11,"Madison Ave",NA,"743 Madison Ave New York, NY",40.767007,-73.9686335
"20034",756262,7965596581,"47826MC","2015-07-13",69,"FORD",14410,0,0,"1239P","S","GR",7,"Cedar St20ft W/of Nassau St",NA,"S Cedar St New York, NY",41.5054016,-73.9705807
"20035",6812743,1403039288,"85978MD","2016-02-01",46,"FORD",0,0,0,"1104A","","WT",2,"E/S AMSTERDAM AVEW 181 ST",NA," E/S AMSTERDAM AVE New York, NY",40.8134133,-73.9562303
"20036",6835045,1406118655,"8AVLH1","2016-02-02",21,"FORD",61490,26250,26370,"0842A","700","WHITE",2,"RIVER AVENUE",NA,"700 RIVER AVENUE New York, NY",40.8241837,-73.9279248
"20037",1127778,5088420675,"DVH4080","2015-09-15",7,"LEXUS",0,0,0,"0647A","","GY",9,"WB N CONDUIT AVE "," VAN WYCK EXPWY SB / E"," WB N CONDUIT AVE @ V New York, NY",40.7127837,-74.0059413
"20038",4233826,5089081440,"FDT5270","2015-10-24",7,"FORD",0,0,0,"0936P","","BL",10,"EASTERN PKWY (E/B) ","UTICA AVE"," EASTERN PKWY (E/B) @ New York, NY",40.6696711,-73.9477361
"20039",10451507,8051025325,"52278JL","2016-06-22",38,"GMC",35390,11710,13610,"0439P","219","WHITE",6,"W 81st St",NA,"219 W 81st St New York, NY",40.7851272,-73.9782096
"20040",1167881,7070629308,"91747MC","2015-09-11",48,"NS/OT",0,40404,40404,"1259P","2216","BROWN",9,"Frederick Douglass B",NA,"2216 Frederick Douglass B New York, NY",40.8065748,-73.9534548
"20041",8334181,4618754205,"L53FDN","2016-04-15",36,"DODGE",10350,40404,40404,"1235P","","GY",4,"NB 4TH AVE "," 13TH ST"," NB 4TH AVE @ 13TH ST New York, NY",40.730644,-73.9830695
"20042",912972,8040808765,"56708MD","2015-07-15",38,"FORD",10010,18530,18550,"0504P","1492","WH",7,"1st Ave",NA,"1492 1st Ave New York, NY",40.7713917,-73.9530627
"20043",3396842,7359197326,"DXZ2287","2015-10-06",37,"FORD",12520,40404,40404,"1247P","650B","GREEN",10,"Belmont Ave",NA,"650B Belmont Ave New York, NY",40.672095,-73.8854786
"20044",10108289,1410518723,"94545MA","2016-05-06",45,"CHRYS",35830,44990,29690,"0305P","310","WHITE",5,"WEST 103 ST",NA,"310 WEST 103 ST New York, NY",40.7999417,-73.9708516
"20045",8919911,7741994244,"80339MD","2016-04-05",46,"DODGE",15350,27880,27050,"0608P","107","WHITE",4,"Church St",NA,"107 Church St New York, NY",40.7134526,-74.0088274
"20046",374600,8042358544,"GUR5910","2015-07-20",16,"FORD",10110,19270,19290,"0708A","2276","WH",7,"2nd Ave",NA,"2276 2nd Ave New York, NY",40.7974986,-73.9371711
"20047",5719627,4615541480,"GTN7764","2016-01-20",36,"FORD",0,0,0,"1129A","","GY",1,"SB NOSTRAND AVE "," AVE Z"," SB NOSTRAND AVE @ AV New York, NY",40.6490992,-73.9464782
"20048",10033260,8281021408,"30641MA","2016-05-26",14,"FORD",24990,0,0,"0603P","N","WHITE",5,"Liberty St90ft W/of Broadway",NA,"N Liberty St New York, NY",43.246221,-78.195115
"20049",10376000,7861482285,"12074MJ","2016-06-07",20,"FRUEH",17310,10410,32633,"0222P","6","BROWN",6,"E 16th St",NA,"6 E 16th St New York, NY",40.7369955,-73.9922214
"20050",5883747,7776281578,"HDY2835","2016-01-16",17,"HYUND",26800,0,0,"0603A","W","RED",1,"Mount Carmel Pl60ft N/of E 26th St",NA,"W Mount Carmel Pl New York, NY",40.7398426,-73.9777564
"20051",4425954,7536644607,"B441373","2015-11-16",66,"NS/OT",30150,0,0,"0351P","W","WHITE",11,"Cozine Ave30ft N/of Berriman S",NA,"W Cozine Ave New York, NY",40.6583285,-73.8775827
"20052",4250208,7006687925,"6DUW991","2015-11-20",21,"HONDA",10390,37290,8440,"1147A","32-39","BLACK",11,"46th St",NA,"32-39 46th St New York, NY",40.755618,-73.914742
"20053",4426152,7554795399,"49829MD","2015-10-23",46,"CHEVR",29830,42730,73220,"1136A","16","WH",10,"Court St",NA,"16 Court St New York, NY",40.6936024,-73.9908511
"20054",1490081,7121576752,"88152JX","2015-08-17",21,"INTER",17010,10110,10010,"0954A","72","YW",8,"E 1st St",NA,"72 E 1st St New York, NY",40.7234639,-73.9885633
"20055",2528890,8021089842,"GPZ8746","2015-09-11",20,"TOYOT",29830,68930,31830,"0605P","159","BLACK",9,"Court St",NA,"159 Court St New York, NY",40.6887892,-73.9925914
"20056",7371907,7132262208,"JGC9412","2016-03-15",37,"CHRYS",42490,8390,8640,"0204P","33-10","GREY",3,"Ditmars Blvd",NA,"33-10 Ditmars Blvd New York, NY",40.7750217,-73.9094262
"20057",4230794,5089056109,"A33EXZ","2015-10-23",7,"MER",0,0,0,"1146A","","WT",10,"39TH ST (N/B) "," NORTHERN BLVD"," 39TH ST (N/B) @ NORT New York, NY",40.7526939,-73.2234614
"20058",19953,1382363000,"GUW3697","2015-07-03",70,"BMW",33220,33210,33210,"0940A","213","BLUE",7,"FORDHAM ST",NA,"213 FORDHAM ST New York, NY",40.8480446,-73.7838681
"20059",10182229,4621025545,"81075","2016-06-07",36,"ME/BE",0,0,0,"0839A","","GY",6,"SB 3 AV CAROLL ST -8 ST",NA," SB 3 AV CAROLL ST - New York, NY",40.7127837,-74.0059413
"20060",3393535,7345975757,"16579JT","2015-10-20",38,"MITSU",16790,52090,59990,"0125P","123-25","GY",10,"82nd Ave",NA,"123-25 82nd Ave New York, NY",40.7126829,-73.8283853
"20061",8276593,1409144380,"GAR8952","2016-04-13",50,"NISSA",0,0,0,"1119P","","BLK",4,"C/O CATON AVEE 21 ST",NA," C/O CATON AVE New York, NY",40.649247,-73.9688176
"20062",9394032,7736960768,"T642526C","2016-05-17",38,"TOYOT",61830,49630,48830,"1233P","118","WHITE",5,"Montague St",NA,"118 Montague St New York, NY",40.6947292,-73.9947737
"20063",7311709,4617751932,"GYB2085","2016-03-22",36,"TOYOT",0,0,0,"0343P","","BL",3,"NB OCEAN PKWY "," AVES"," NB OCEAN PKWY @ AVE New York, NY",39.9670773,-74.0664074
"20064",9625257,4619353735,"63ST02","2016-05-05",36,"KAWAS",0,0,0,"0903A","","BK",5,"NB BOSTON RD "," ELY AVE"," NB BOSTON RD @ ELY A New York, NY",40.7127837,-74.0059413
"20065",6968322,7461954404,"BENBENZ","2016-02-11",21,"ME/BE",24440,51090,18450,"1146A","9221","SILVE",2,"168th Pl",NA,"9221 168th Pl New York, NY",40.7060441,-73.7909275
"20066",3933111,7550286784,"GLH7179","2015-11-13",20,"HYUND",0,0,0,"0930A","E","BK",11,"Harman St150ft S/of Myrtle Av",NA,"E Harman St New York, NY",40.703677,-73.915126
"20067",9906492,8043048230,"D56FWE","2016-05-21",21,"ME/BE",61090,15990,16140,"0837A","76-19","GREY",5,"Roosevelt Ave",NA,"76-19 Roosevelt Ave New York, NY",40.7473296,-73.8888905
"20068",469813,4608362422,"73SF69","2015-06-22",36,"YAMAH",0,0,0,"0108P","","BL",6,"NB UNIVERSITY AVE ","W BURNSIDE AVE"," NB UNIVERSITY AVE @ New York, NY",40.4967693,-74.447636
"20069",9129521,8253018289,"48796Y","2016-03-29",66,"INTER",25150,0,0,"0914A","E","GREY",3,"184th St80ft N/of 149th Ave",NA,"E 184th St New York, NY",40.8570773,-73.8958665
"20070",8900058,7496774728,"43980MG","2016-04-18",38,"FORD",25390,18690,18710,"0819A","1153","GY",4,"Madison Ave",NA,"1153 Madison Ave New York, NY",40.7802937,-73.9591716
"20071",4403565,7496751662,"14739JZ","2015-10-26",37,"GMC",15710,35230,35250,"1135A","280","WH",10,"Columbus Ave",NA,"280 Columbus Ave New York, NY",40.7783828,-73.9783532
"20072",6890113,5090392894,"AU1628","2016-02-05",7,"ORION",0,0,0,"1210P","","WHBL",2,"ASTORIA BLVD (W/B) ","STEINWAY ST"," ASTORIA BLVD (W/B) @ New York, NY",40.7675006,-73.9028541
"20073",255622,7922529922,"GWY7691","2015-06-28",20,"NISSA",34530,0,0,"0532P","S","BK",6,"W 38th St80ft E/of 10th Ave",NA,"S W 38th St New York, NY",40.754707,-73.991633
"20074",7241401,1407383796,"L35GCW","2016-02-22",45,"CHRYS",59930,83830,0,"0950A","","SLV",2,"MEEKER AVESUTTON ST",NA," MEEKER AVE New York, NY",40.7211136,-73.9427992
"20075",6536975,7074217335,"GHF9896","2016-02-06",38,"TOYOT",35480,14380,54050,"0133P","1654","GY",2,"E 15th St",NA,"1654 E 15th St New York, NY",40.6090115,-73.9585315
"20076",7660583,1407845743,"60321JR","2016-03-15",45,"INTER",11710,35330,35350,"0440P","380","BR",3,"AMSTERDAM AVE",NA,"380 AMSTERDAM AVE New York, NY",40.782934,-73.979011
"20077",1804554,7080207710,"GYG5570","2015-07-29",20,"CHEVR",35380,25130,26230,"1031A","70","WH",7,"Argyle Rd",NA,"70 Argyle Rd New York, NY",40.6479243,-73.9677423
"20078",3244144,4610477129,"EEA2499","2015-10-06",36,"HYUND",0,0,0,"1124A","","GY",10,"EB E HOUSTON ST. AVEC - FDR DR",NA," EB E HOUSTON ST. AVE New York, NY",40.6490992,-73.9464782
"20079",10534717,8222527083,"DRY1451","2016-06-20",20,"TOYOT",52390,29290,61390,"1253P","41-59","TN",6,"Kissena Blvd",NA,"41-59 Kissena Blvd New York, NY",40.7576324,-73.8270827
"20080",3444857,7495006572,"FAS9510","2015-10-12",16,"KIA",18430,45590,16400,"0525P","519","BK",10,"E 72nd St",NA,"519 E 72nd St New York, NY",40.7667349,-73.9526466
"20081",9556852,8317501280,"GRU2653","2016-04-29",37,"NISSA",26130,12820,15720,"1110A","446","WH",4,"E 149th St",NA,"446 E 149th St New York, NY",40.8151275,-73.915775
"20082",4362660,7445935514,"CWTL38","2015-11-07",19,"JEEP",68090,51090,17790,"0428P","87-06","BLACK",11,"Woodhaven Blvd",NA,"87-06 Woodhaven Blvd New York, NY",40.6933249,-73.8523983
"20083",4673959,8036089269,"62971JM","2015-11-18",20,"INTER",61830,48830,27530,"0420P","155","BROWN",11,"Montague St",NA,"155 Montague St New York, NY",40.6946553,-73.9931617
"20084",6305805,8004772869,"DUC1386","2015-12-29",21,"BMW",25050,49690,18140,"1222P","88-42","WHITE",12,"180th St",NA,"88-42 180th St New York, NY",40.7116684,-73.7823025
"20085",2309467,1387033694,"GGR2320","2015-08-31",21,"CHEVR",58720,25420,74380,"1153A","1434","SILVE",8,"PLIMPTON AVE",NA,"1434 PLIMPTON AVE New York, NY",40.8436571,-73.9220013
"20086",5705780,4615265918,"GRN3391","2016-01-13",36,"MAZDA",0,0,0,"0808A","","RD",1,"NB SPRINGFELD BV. MERRICK BV- 193 ST",NA," NB SPRINGFELD BV. ME New York, NY",40.7127837,-74.0059413
"20087",10138773,4005855453,"ENU7939","2016-05-24",5,"MITSU",0,0,0,"0712A","","BK",5,"SB 2ND AVE "," E 57THST"," SB 2ND AVE @ E 57TH New York, NY",40.7127837,-74.0059413
"20088",3097146,8022430596,"GUR6383","2015-10-11",70,"HONDA",10830,7230,17330,"0134P","2174","BL",10,"85th St",NA,"2174 85th St New York, NY",40.6027438,-73.9938148
"20089",10087956,1407557737,"6YKL775","2016-05-17",16,"BMW",17090,10110,10010,"0625P","309","BLK",5,"E 5 STREET",NA,"309 E 5 STREET New York, NY",40.7267288,-73.9883071
"20090",3889203,7492307044,"GNA7381","2015-11-21",71,"TOYOT",28870,27100,45440,"0738A","41-45","BK",11,"Pine St",NA,"41-45 Pine St New York, NY",40.685617,-73.873507
"20091",9938948,8049239470,"19522MA","2016-05-02",16,"MITSU",24990,45440,27100,"0857A","28","WH",5,"Liberty St",NA,"28 Liberty St New York, NY",40.7078315,-74.0087358
"20092",3891992,7493951615,"GVC2496","2015-11-04",71,"CHEVR",8390,37290,8440,"1135A","32-49","BLACK",11,"33rd St",NA,"32-49 33rd St New York, NY",40.7598119,-73.924519
"20093",4349204,7381072014,"59838JS","2015-11-25",38,"FRUEH",56490,48495,67290,"1057A","5729","WHITE",11,"Myrtle Ave",NA,"5729 Myrtle Ave New York, NY",40.700673,-73.902572
"20094",7123669,8036901134,"814F60","2016-02-01",19,"INTER",5580,8730,8780,"1123A","4320","GREEN",2,"5th Ave",NA,"4320 5th Ave New York, NY",40.7771891,-73.9636138
"20095",2770131,1380830801,"GML3834","2015-10-05",85,"FORD",15620,28470,28500,"0227A","4069","WHITE",10,"BRONXWOOD AVE",NA,"4069 BRONXWOOD AVE New York, NY",40.888687,-73.853646
"20096",7137711,8070509880,"FDT8925","2016-02-23",37,"HONDA",13610,0,0,"0305P","E","GL",2,"Broadway5ft S/of W 177th St",NA,"E Broadway New York, NY",40.7140565,-73.9902176
"20097",4822382,3763566685,"GKE7717","2015-11-21",14,"CHEVR",0,0,0,"1017P","","WHT",11,"C/O SHEFFIELD AVELIVONIA AVE",NA," C/O SHEFFIELD AVE New York, NY",40.66307,-73.8946201
"20098",1184326,7114381347,"22463MB","2015-09-23",16,"FORD",25390,18930,18950,"1021A","1428","WH",9,"Madison Ave",NA,"1428 Madison Ave New York, NY",40.789057,-73.9530983
"20099",9826364,7768666100,"63623JM","2016-05-06",42,"INTER",34330,10510,10610,"1252P","160","BROWN",5,"W 28th St",NA,"160 W 28th St New York, NY",40.7468932,-73.9930463
"20100",4093757,1398550796,"49731JG","2015-10-20",46,"GMC",0,40404,40404,"1059A","123","BN",10,"BOWEY",NA,"123 BOWEY New York, NY",40.7181073,-73.994636
"20101",9675954,7001884996,"FHZ2362","2016-05-26",21,"SAAB",14690,37395,68290,"0919A","41-49","BL",5,"69th St",NA,"41-49 69th St New York, NY",40.743139,-73.895414
"20102",9636256,4619616175,"FXK1593","2016-05-11",36,"NISSA",0,0,0,"0711A","","GY",5,"EB QUEENS BLVD "," 55TH ST"," EB QUEENS BLVD @ 55T New York, NY",40.7127837,-74.0059413
"20103",4264070,7034555400,"4KAK649","2015-10-23",20,"HONDA",14740,28990,59990,"0116P","106-20","BROWN",10,"70th Ave",NA,"106-20 70th Ave New York, NY",40.721469,-73.846485
"20104",2264813,8049404390,"DSM7326","2015-08-13",21,"NISSA",5580,6330,6430,"0739A","511","WH",8,"5th Ave",NA,"511 5th Ave New York, NY",40.753863,-73.980152
"20105",7125908,8039734927,"65878MH","2016-02-22",42,"FORD",34910,10510,39,"0117P","130","WH",2,"W 57th St",NA,"130 W 57th St New York, NY",40.764702,-73.9786718
"20106",9236469,4619740950,"T665581C","2016-05-12",36,"LINCO",0,0,0,"1036A","","BK",5,"SB NOSTRAND AV. KINGS HWY- AVE P",NA," SB NOSTRAND AV. KING New York, NY",40.852435,-73.7873171
"20107",7694435,4616831208,"DFB7967","2016-03-03",36,"VOLKS",0,0,0,"0917A","","",3,"WB GOETHALS RD N "," JULES DR"," WB GOETHALS RD N @ J New York, NY",40.7127837,-74.0059413
"20108",9886342,8037327360,"EPU2309","2016-05-11",21,"VOLKS",25730,61230,6280,"0941A","41","GREY",5,"Chester Ave",NA,"41 Chester Ave New York, NY",40.644758,-73.984334
"20109",6437289,1406604112,"GER9369","2016-02-02",40,"DODGE",53520,20520,57320,"0350A","1005","GY",2,"NEILL AVE",NA,"1005 NEILL AVE New York, NY",40.8522848,-73.8592465
"20110",5434972,7612981970,"CRK1470","2015-11-27",21,"CHEVR",13640,68290,54102,"1118A","42-25","GREY",11,"65th Pl",NA,"42-25 65th Pl New York, NY",40.7426305,-73.8990353
"20111",2357496,7031821873,"GWB2983","2015-08-31",37,"BMW",21820,27390,27420,"0100P","2550","BL",8,"Creston Ave",NA,"2550 Creston Ave New York, NY",40.8639589,-73.8970452
"20112",9742134,7286733485,"D9512","2016-05-07",38,"ME/BE",10210,0,0,"1002A","W","BLACK",5,"3rd Ave10ft N/of E 94th St",NA,"W 3rd Ave New York, NY",40.7293961,-73.9980108
"20113",4083327,1380832676,"980495","2015-10-20",67,"ME/BE",47720,35820,24820,"0903A","2257","BLACK",10,"LYON AVE",NA,"2257 LYON AVE New York, NY",40.836189,-73.8504279
"20114",4150495,4611961758,"FDN8897","2015-10-27",36,"TOYOT",0,0,0,"1140A","","GY",10,"NB OCEAN PKWY "," BEVERLEY RD"," NB OCEAN PKWY @ BEVE New York, NY",40.1039092,-74.1000128
"20115",9297520,7066346361,"GUR4077","2016-05-03",38,"CHEVR",24690,36070,36090,"0953A","104","WH",5,"Lenox Ave",NA,"104 Lenox Ave New York, NY",40.8015783,-73.9499212
"20116",3107474,8027478844,"QAM5182","2015-10-22",21,"BMW",17210,10410,32645,"0910A","35","WHITE",10,"E 11th St",NA,"35 E 11th St New York, NY",40.7334,-73.9935511
"20117",8028568,8023393042,"5AHBF3","2016-03-06",20,"HONDA",28830,14380,73030,"0150P","2010","GREY",3,"Coney Island Ave",NA,"2010 Coney Island Ave New York, NY",40.6083169,-73.9623298
"20118",8743523,4618714372,"618333","2016-04-14",36,"VOLKS",0,0,0,"0236P","","WH",4,"EB HILLSIDE AVE "," MANOR RD"," EB HILLSIDE AVE @ MA New York, NY",40.7127837,-74.0059413
"20119",3427641,7496255099,"FZA5432","2015-10-13",38,"KIA",54580,36220,38990,"0753P","42-85","GY",10,"Main St",NA,"42-85 Main St New York, NY",40.7531604,-73.8270154
"20120",8291627,4617903537,"GDS3861","2016-03-28",36,"HONDA",0,0,0,"0216P","","GL",3,"NB OCEAN PKWY "," BEVERLEY RD"," NB OCEAN PKWY @ BEVE New York, NY",40.1039092,-74.1000128
"20121",7408946,7493473377,"GODILOVE","2016-03-10",21,"CADIL",24030,62430,53530,"0145A","40","RD",3,"Bushwick Pl",NA,"40 Bushwick Pl New York, NY",40.7075332,-73.9387507
"20122",6090183,4615180925,"DHF4898","2016-01-12",36,"JEEP",0,0,0,"1159A","","RD",1,"WB E 135TH ST "," ALEXANDER AVE"," WB E 135TH ST @ ALEX New York, NY",40.7127837,-74.0059413
"20123",6762100,8073006649,"GBX6092","2016-02-20",21,"FORD",36670,15910,11710,"0745A","474","WH",2,"W 145th St",NA,"474 W 145th St New York, NY",40.824853,-73.947448
"20124",10581043,8311508872,"40274MG","2016-06-07",16,"FORD",24390,29290,24010,"1231P","281","WH",6,"Lafayette St",NA,"281 Lafayette St New York, NY",40.723919,-73.995976
"20125",6719283,8043032464,"T603225C","2016-02-16",21,"LINCO",16490,10140,10290,"1140A","45-13","BK",2,"79th St",NA,"45-13 79th St New York, NY",40.740877,-73.885352
"20126",9243706,4619905112,"HAX4020","2016-05-17",36,"CHRYS",0,0,0,"0650A","","RD",5,"EB E TREMONT AVE "," ELM DR"," EB E TREMONT AVE @ E New York, NY",40.8410515,-73.864427
"20127",7478530,7995460843,"JBM2816","2016-03-19",37,"BMW",45590,18650,18670,"1146A","1571","SILVE",3,"York Ave",NA,"1571 York Ave New York, NY",40.7743728,-73.948598
"20128",6291131,7982678415,"52963MD","2016-01-21",14,"NS/OT",13610,45290,32900,"1003A","381","BROWN",1,"Broadway",NA,"381 Broadway New York, NY",40.7182337,-74.0032079
"20129",4450763,7621086427,"AL353U","2015-11-05",19,"FRUEH",15350,32700,12520,"0113P","90","GREEN",11,"Church St",NA,"90 Church St New York, NY",40.7127235,-74.0106567
"20130",7608234,1378117128,"63554JM","2014-08-21",46,"GMC",13610,13113,35250,"0245P","2103","BROWN",8,"BROADWAY",NA,"2103 BROADWAY New York, NY",40.7799927,-73.9821158
"20131",4801475,1401624534,"T690460C","2015-12-01",21,"TOYOT",5430,10930,10980,"0808A","8702","GRAY",12,"4TH AVE",NA,"8702 4TH AVE New York, NY",40.6220498,-74.0289542
"20132",316282,8030858668,"P10AUV","2015-07-01",37,"BMW",15710,35090,35110,"0136P","152","BLACK",7,"Columbus Ave",NA,"152 Columbus Ave New York, NY",40.7740767,-73.9814823
"20133",3636369,8040377444,"10886MA","2015-10-06",37,"FORD",10110,18590,18610,"0849A","1560","WH",10,"2nd Ave",NA,"1560 2nd Ave New York, NY",40.7744857,-73.9539753
"20134",1712727,1385332608,"GTS7368","2015-08-03",21,"JEEP",19430,44330,70930,"0826A","149","BLUE",8,"BERRIMAN ST",NA,"149 BERRIMAN ST New York, NY",40.675182,-73.879801
"20135",2527321,8021088412,"GPU1024","2015-08-27",20,"DODGE",73490,31530,42730,"0129P","19","BLACK",8,"Rockwell Pl",NA,"19 Rockwell Pl New York, NY",40.689215,-73.9791486
"20136",4209426,4613088343,"DKL5653","2015-11-18",36,"TOYOT",0,0,0,"0241P","","BL",11,"EB BEACH CHANNEL DR"," BEACH 104TH ST"," EB BEACH CHANNEL DR New York, NY",40.5889257,-73.8164927
"20137",5753042,7000234337,"HBE8891","2016-01-15",38,"ROVER",8390,8690,8790,"1033A","36-36","GREY",1,"33rd St",NA,"36-36 33rd St New York, NY",40.7548554,-73.9292053
